Sample_10_comp.tsv	## Virus	Name	Coverage
Sample_12_comp.tsv	514050763	Synechococcus phage S-CAM8 strain S-CAM8 06008BI06	1.75754978421486e-05
Sample_12_comp.tsv	9625433	Mycobacterium phage L5	1.71892532114815e-05
Sample_12_comp.tsv	418489788	Lactobacillus phage Sha1	1.68108037649052e-05
Sample_12_comp.tsv	229604969	Lactococcus phage P087	1.64400062187341e-05
Sample_12_comp.tsv	712912802	Ruegeria phage DSS3-P1	1.60767196639906e-05
Sample_12_comp.tsv	543171587	Propionibacterium phage PHL113M01	1.57208055313564e-05
Sample_12_comp.tsv	422935955	Bacillus phage BCD7	1.53721275565771e-05
Sample_12_comp.tsv	257136433	Thermus phage P23-77	1.50305517463153e-05
Sample_12_comp.tsv	167600373	Pseudomonas phage LUZ24	1.46959463444472e-05
Sample_12_comp.tsv	712915603	Aeromonas phage pAh6-C	1.43681817987976e-05
Sample_12_comp.tsv	9635165	Staphylococcus phage PVL proviral DNA	1.40471307283084e-05
Sample_12_comp.tsv	399529119	Staphylococcus phage vB_SepiS-phiIPLA7	1.37326678906363e-05
Sample_12_comp.tsv	418487051	Escherichia phage TL-2011c	1.34246701501735e-05
Sample_12_comp.tsv	24371534	Enterobacteria phage ST64T	1.31230164464887e-05
Sample_12_comp.tsv	508177859	Mycobacterium phage PegLeg	1.2827587763182e-05
Sample_12_comp.tsv	526178095	Cellulophaga phage phi10:1	1.25382670971491e-05
Sample_12_comp.tsv	327197998	Burkholderia phage KS5	1.22549394282517e-05
Sample_12_comp.tsv	20330558	Pseudomonas phage phi-6 segment S	1.19774916893876e-05
Sample_12_comp.tsv	408905843	Streptomyces phage SV1	1.17058127369572e-05
Sample_12_comp.tsv	418489035	Haemophilus phage SuMu	1.14397933217217e-05
Sample_12_comp.tsv	682123018	Escherichia phage bV_EcoS_AHS24	1.11793260600475e-05
Sample_12_comp.tsv	325171199	Vibrio phage ICP2	1.09243054055345e-05
Sample_12_comp.tsv	66395965	Staphylococcus phage ROSA	1.06746276210215e-05
Sample_12_comp.tsv	388542659	Pseudomonas phage vB_Pae-Kakheti25	1.04301907509666e-05
Sample_12_comp.tsv	28876145	Streptococcus prophage 315.1	1.01908945941963e-05
Sample_12_comp.tsv	17975105	Vibrio phage K139	9.95664067702059e-06
Sample_12_comp.tsv	431809933	Pseudomonas phage vB_PaeM_C2-10_Ab1	9.72733222670909e-06
Sample_12_comp.tsv	725949701	Shigella phage POCJ13	9.50287414532419e-06
Sample_12_comp.tsv	194303197	Mycobacterium phage Phaedrus	9.28317298390709e-06
Sample_12_comp.tsv	526177323	Cellulophaga phage phi48:2	9.06813691701269e-06
Sample_12_comp.tsv	227811306	Thermus thermophilus phage IN93	8.85767571758926e-06
Sample_12_comp.tsv	408905848	Streptomyce phage TG1	8.65170073219877e-06
Sample_12_comp.tsv	215479924	Pseudomonas phage MP38	8.45012485657415e-06
Sample_12_comp.tsv	431809199	Salmonella phage SKML-39	8.25286251150928e-06
Sample_12_comp.tsv	356870677	Escherichia phage HK75	8.05982961907803e-06
Sample_12_comp.tsv	157311004	Lactococcus phage KSY1	7.87094357917837e-06
Sample_12_comp.tsv	429315958	Pseudomonas phage vB_PaeP_p2-10_Or1	7.68612324639779e-06
Sample_12_comp.tsv	71834082	Enterobacteria phage JK06	7.50528890719622e-06
Sample_12_comp.tsv	481018805	Vibrio phage helene 12B3	7.3283622574027e-06
Sample_12_comp.tsv	194172859	Escherichia coli bacteriophage rv5	7.15526638002217e-06
Sample_12_comp.tsv	158997720	Burkholderia phage Bcep22	6.98592572334864e-06
Sample_12_comp.tsv	414088861	Caulobacter phage CcrRogue	6.82026607938105e-06
Sample_12_comp.tsv	318065901	Salmonella phage ST160	6.65821456253841e-06
Sample_12_comp.tsv	712915691	Synechococcus phage S-CBP3	6.49969958867045e-06
Sample_12_comp.tsv	291084859	Mycobacterium phage Ardmore	6.34465085436041e-06
Sample_12_comp.tsv	472340155	Salicola phage CGphi29	6.19299931651636e-06
Sample_12_comp.tsv	530786827	Myobacteriophage Goku	6.04467717224773e-06
Sample_12_comp.tsv	423261909	Salinivibrio phage CW02	5.89961783902349e-06
Sample_12_comp.tsv	530545464	Mycobacterium phage Hamulus	5.75775593510862e-06
Sample_12_comp.tsv	423262377	Salmonella phage SPN3UB	5.61902726027568e-06
Sample_12_comp.tsv	530546042	Mycobacterium phage KayaCho	5.48336877678789e-06
Sample_12_comp.tsv	48696391	Staphylococcus phage K	5.35071859065065e-06
Sample_12_comp.tsv	356870794	Synechococcus phage S-CBS1	5.22101593312817e-06
Sample_12_comp.tsv	568191126	Bacillus phage Staley	5.09420114252196e-06
Sample_12_comp.tsv	428782521	Enterobacteria phage HK633	4.97021564620807e-06
Sample_12_comp.tsv	302861121	Stx1 converting phage DNA	4.8490019429298e-06
Sample_12_comp.tsv	448261025	Edwardsiella phage MSW-3 DNA	4.73050358534297e-06
Sample_12_comp.tsv	543171401	Propionibacterium phage PHL071N05	4.6146651628104e-06
Sample_12_comp.tsv	543171494	Propionibacterium phage Enoki	4.50143228444271e-06
Sample_12_comp.tsv	326633040	Salmonella phage Vi06	4.39075156238241e-06
Sample_12_comp.tsv	157325365	Listeria phage P35	4.28257059532821e-06
Sample_12_comp.tsv	66394949	Staphylococcus phage G1	4.1768379522966e-06
Sample_12_comp.tsv	189427122	Staphylococcus phage phiMR25	4.0735031566178e-06
Sample_12_comp.tsv	526244756	Lactococcus phage jm2	3.97251667016318e-06
Sample_12_comp.tsv	526244935	Puniceispirillum phage HMO-2011	3.87382987780123e-06
Sample_12_comp.tsv	18249864	Enterobacteria phage phiP27	3.77739507207922e-06
Sample_12_comp.tsv	530547084	Mycobacterium phage Jabbawokkie	3.68316543812787e-06
Sample_12_comp.tsv	530545054	Mycobacterium phage Whirlwind	3.59109503878604e-06
Sample_12_comp.tsv	238821372	Vibrio phage VEJphi	3.50113879994286e-06
Sample_12_comp.tsv	9628660	Lactococcus phage c2	3.41325249609445e-06
Sample_12_comp.tsv	48696682	Vibrio phage VP5	3.32739273611262e-06
Sample_12_comp.tsv	108861984	Enterobacteria phage K1-5	3.24351694922283e-06
Sample_12_comp.tsv	281415946	Mycobacterium phage ET08	3.16158337118877e-06
Sample_12_comp.tsv	192824177	Mycobacterium phage Pukovnik	3.08155103070092e-06
Sample_12_comp.tsv	115315572	Lactococcus phage 712	3.0033797359666e-06
Sample_12_comp.tsv	374531645	Pseudomonas phage vB_PaeS_PMG1	2.92703006149882e-06
Sample_12_comp.tsv	157102936	Staphylococcus phage tp310-1	2.8524633351015e-06
Sample_12_comp.tsv	189043087	Mycobacterium phage EvilGenius	2.77964162504848e-06
Sample_12_comp.tsv	29565743	Staphylococcus phage phiP68	2.70852772745393e-06
Sample_12_comp.tsv	14251125	Lactococcus phage BK5-T	2.63908515383156e-06
Sample_12_comp.tsv	481019146	Vibrio phage martha 12B12	2.57127811884038e-06
Sample_12_comp.tsv	563448535	Pseudomonas phage PAK_P1	2.50507152821448e-06
Sample_12_comp.tsv	431811043	Cronobacter phage ENT39118	2.44043096687451e-06
Sample_12_comp.tsv	109392287	Mycobacterium phage Halo	2.3773226872185e-06
Sample_12_comp.tsv	509141009	Phaeocystis globosa virus virophage	2.31571359758971e-06
Sample_12_comp.tsv	514361045	Serratia phage Eta	2.25557125091912e-06
Sample_12_comp.tsv	9632857	Pseudoalteromonas phage PM2	2.1968638335405e-06
Sample_12_comp.tsv	17981815	Haemophilus phage HP2	2.13956015417555e-06
Sample_12_comp.tsv	712913800	Idiomarinaceae phage 1N2-2	2.08362963308707e-06
Sample_12_comp.tsv	408905837	Propionibacterium phage P1.1	2.02904229139788e-06
Sample_12_comp.tsv	327198628	Ralstonia phage PE226	1.97576874057333e-06
Sample_12_comp.tsv	30039743	Vibrio phage VGJphi	1.92378017206529e-06
Sample_12_comp.tsv	509140039	Clostridium phage vB_CpeS-CP51	1.87304834711538e-06
Sample_12_comp.tsv	38229112	Pseudomonas phage D3112	1.82354558671546e-06
Sample_12_comp.tsv	460042257	Pelagibacter phage HTVC010P	1.77524476172326e-06
Sample_12_comp.tsv	209363552	Staphylococcus phage phi2958PVL	1.72811928313097e-06
Sample_12_comp.tsv	530787625	Pseudomonas phage MPK7	1.68214309248503e-06
Sample_12_comp.tsv	460042372	Pelagibacter phage HTVC019P	1.63729065245477e-06
Sample_12_comp.tsv	13095743	Lactococcus prophage bIL286	1.59353693754815e-06
Sample_12_comp.tsv	530545570	Mycobacterium phage Catdawg	1.55085742497259e-06
Sample_12_comp.tsv	9964607	Roseophage SIO1	1.50922808563882e-06
Sample_12_comp.tsv	371671319	Staphylococcus phage S24-1	1.468625375306e-06
Sample_12_comp.tsv	326782024	Prochlorococcus phage P-HM1	1.42902622586604e-06
Sample_12_comp.tsv	269838908	Morganella phage MmP1	1.39040803676539e-06
Sample_12_comp.tsv	526177061	Cellulophaga phage phi18:1	1.35274866656235e-06
Sample_12_comp.tsv	389060400	Xanthomonas phage vB_XveM_DIBBI	1.31602642461799e-06
Sample_12_comp.tsv	9630464	Bacteriophage N15	1.28022006291911e-06
Sample_12_comp.tsv	572730610	Listeria phage LP-037	1.24530876803114e-06
Sample_12_comp.tsv	530787450	Staphylococcus phage vB_SauM_Remus	1.21127215317939e-06
Sample_12_comp.tsv	514360972	Mycobacterium phage Leo	1.17809025045689e-06
Sample_12_comp.tsv	408905855	Bacillus phage BCP78	1.14574350315696e-06
Sample_12_comp.tsv	119953678	Staphylococcus phage CNPH82	1.1142127582289e-06
Sample_12_comp.tsv	77118167	Enterobacteria phage K1F	1.08347925885513e-06
Sample_12_comp.tsv	23455713	Enterobacteria phage FI	1.05352463714794e-06
Sample_12_comp.tsv	563397452	Enterobacteria phage 4MG	1.02433090696439e-06
Sample_12_comp.tsv	206599795	Mycobacterium phage Troll4	9.9588045683756e-07
Sample_12_comp.tsv	109289936	Mannheimia phage phiMHaA1	9.68156043022628e-07
Sample_12_comp.tsv	326424956	Pseudomonas phage phi15	9.41140782656147e-07
Sample_12_comp.tsv	388570630	Clostridium phage PhiS63	9.14818147026914e-07
Sample_12_comp.tsv	21716072	Lactococcus phage ul36	8.89171954956898e-07
Sample_12_comp.tsv	326782266	Synechococcus phage S-ShM2	8.64186366290659e-07
Sample_12_comp.tsv	330858525	Shigella phage Shfl2	8.39845875491749e-07
Sample_12_comp.tsv	157265412	Thermus phage P74-26	8.16135305344572e-07
Sample_12_comp.tsv	414088056	Caulobacter phage CcrColossus	7.93039800760208e-07
Sample_12_comp.tsv	730977575	Flavobacterium phage Fpv11	7.70544822684742e-07
Sample_12_comp.tsv	81343928	Enterobacteria phage RTP	7.48636142108624e-07
Sample_12_comp.tsv	9630761	Vibrio phage fs2	7.27299834175629e-07
Sample_12_comp.tsv	568191047	Bacillus phage Glittering	7.06522272389994e-07
Sample_12_comp.tsv	423261846	Salmonella phage vB_SenS-Ent1	6.86290122920327e-07
Sample_12_comp.tsv	58532811	Synechococcus phage S-PM2	6.66590338998888e-07
Sample_12_comp.tsv	162135082	Pseudomonas phage YuA	6.47410155414889e-07
Sample_12_comp.tsv	371670910	Campylobacter phage CPX	6.28737083100441e-07
Sample_12_comp.tsv	526177198	Cellulophaga phage phi46:3	6.10558903807816e-07
Sample_12_comp.tsv	281416385	Streptococcus phage Abc2	5.92863664876699e-07
Sample_12_comp.tsv	158345023	Pseudomonas phage LKD16	5.75639674090122e-07
Sample_12_comp.tsv	30387453	Yersinia pestis phage phiA1122	5.5887549461779e-07
Sample_12_comp.tsv	168983473	Lactococcus phage asccphi28	5.42559940045527e-07
Sample_12_comp.tsv	9791176	Chlamydia phage phiCPAR39	5.26682069489565e-07
Sample_12_comp.tsv	327197584	Brochothrix phage NF5	5.11231182794463e-07
Sample_12_comp.tsv	682123897	Vibrio phage ICP2_2013_A_Haiti	4.96196815813389e-07
Sample_12_comp.tsv	414086086	Cronobacter phage vB_CsaM_GAP161	4.81568735769581e-07
Sample_12_comp.tsv	568191834	Salmonella phage Marshall	4.6733693669777e-07
Sample_12_comp.tsv	712915418	Synechococcus phage S-CBP1	4.53491634964391e-07
Sample_12_comp.tsv	326783215	Prochlorococcus phage Syn33	4.40023264865399e-07
Sample_12_comp.tsv	448244641	Staphylococcus phage phi7401PVL DNA	4.26922474300552e-07
Sample_12_comp.tsv	423262043	Pectobacterium phage PP1	4.14180120523003e-07
Sample_12_comp.tsv	712912293	Lactobacillus phage Ld3	4.0178726596309e-07
Sample_12_comp.tsv	712916126	Shewanella sp. phage 3_49	3.89735174125192e-07
Sample_12_comp.tsv	460042674	Synechococcus phage S-RIM8 A.HR1	3.78015305556573e-07
Sample_12_comp.tsv	9625557	Acholeplasma phage MV-L1	3.66619313887115e-07
Sample_12_comp.tsv	119952179	Enterobacteria phage N4	3.55539041938873e-07
Sample_12_comp.tsv	176120944	Enterobacteria phage G4	3.44766517904396e-07
Sample_12_comp.tsv	32128412	Xanthomonas phage Xp10	3.34293951592764e-07
Sample_12_comp.tsv	255928922	Synechococcus phage S-RSM4	3.24113730742316e-07
Sample_12_comp.tsv	68299727	Vibriophage VP4	3.14218417399051e-07
Sample_12_comp.tsv	66396113	Staphylococcus phage 55	3.04600744359686e-07
Sample_12_comp.tsv	530545796	Mycobacterium phage DrDrey	2.95253611678397e-07
Sample_12_comp.tsv	161617915	Enterobacteria phage phiEcoM-GJ1	2.8617008323625e-07
Sample_12_comp.tsv	17426228	Staphylococcus phage phiETA	2.7734338337235e-07
Sample_12_comp.tsv	19718349	Propionibacterium phage B5	2.68766893575781e-07
Sample_12_comp.tsv	422934783	Escherichia phage wV7	2.60434149237358e-07
Sample_12_comp.tsv	158345134	Pseudomonas phage LKA1	2.52338836460285e-07
Sample_12_comp.tsv	408905827	Providencia phage Redjac	2.44474788928805e-07
Sample_12_comp.tsv	12657854	Mycobacterium phage Bxb1	2.36835984833909e-07
Sample_12_comp.tsv	557308055	Staphylococcus phage YMC_09_04_R1988	2.29416543855244e-07
Sample_12_comp.tsv	238695156	Enterobacteria phage JS10	2.2221072419831e-07
Sample_12_comp.tsv	29366701	Pseudomonas phage gh-1	2.15212919686088e-07
Sample_12_comp.tsv	372450032	Rhodococcus phage REQ1	2.08417656904246e-07
Sample_12_comp.tsv	460042436	Pelagibacter phage HTVC008M	2.01819592399055e-07
Sample_12_comp.tsv	414086645	Cronobacter phage vB_CsaM_GAP31	1.954135099272e-07
Sample_12_comp.tsv	314121562	Enterobacteria phage vB_EcoM-VR7	1.89194317756643e-07
Sample_12_comp.tsv	356870838	Rhodobacter phage RcapMu	1.83157046017737e-07
Sample_12_comp.tsv	408905849	Escherichia phage LM33_P1	1.77296844103779e-07
Sample_12_comp.tsv	526178634	Cellulophaga phage phi14:2	1.71608978120204e-07
Sample_12_comp.tsv	228860932	Enterobacteria phage RB51	1.66088828381659e-07
Sample_12_comp.tsv	481019069	Vibrio phage douglas 12A4	1.60731886956155e-07
Sample_12_comp.tsv	9630747	Enterobacteria phage If1	1.55533755255558e-07
Sample_12_comp.tsv	431810292	Pseudomonas phage AF	1.50490141671667e-07
Sample_12_comp.tsv	389060322	Bacillus phage PBC1	1.45596859257116e-07
Sample_12_comp.tsv	12248100	Bacillus phage GA-1	1.408498234504e-07
Sample_12_comp.tsv	431809857	Burkholderia phage BcepMigl	1.36245049844276e-07
Sample_12_comp.tsv	461474957	Rhodobacter phage RcapNL	1.31778651996852e-07
Sample_12_comp.tsv	543170817	Mycobacterium phage Adawi	1.27446839284641e-07
Sample_12_comp.tsv	564292481	Pseudomonas phage PPpW-3 DNA	1.23245914796903e-07
Sample_12_comp.tsv	712913234	Mesorhizobium phagevB_MloP_Lo5R7ANS	1.19172273270586e-07
Sample_12_comp.tsv	431809408	Yersinia phage phi80-18	1.15222399065196e-07
Sample_12_comp.tsv	514050383	Vibrio phage nt-1	1.11392864176931e-07
Sample_12_comp.tsv	9633494	Enterobacteria phage Mu	1.07680326291424e-07
Sample_12_comp.tsv	32453484	Enterobacteria phage RB69	1.04081526874451e-07
Sample_12_comp.tsv	526120125	Ralstonia phage RSS20 DNA	1.00593289299968e-07
Sample_12_comp.tsv	41179287	Lactobacillus prophage Lj928	9.7212517014849e-08
Sample_12_comp.tsv	557307743	Mycobacterium phage Fredward	9.39361917397068e-08
Sample_12_comp.tsv	281416434	Enterococcus phage phiFL4A	9.07613717051861e-08
Sample_12_comp.tsv	388570316	Staphylococcus phage TEM123	8.76851899231291e-08
Sample_12_comp.tsv	422935523	Erwinia phage vB_EamP-L1	8.47048524920192e-08
Sample_12_comp.tsv	530546427	Mycobacterium phage Contagion	8.18176369361205e-08
Sample_12_comp.tsv	418487144	Synechococcus phage metaG-MbCM1	7.90208905777358e-08
Sample_12_comp.tsv	9635478	Vibrio phage VfO4K68	7.63120289420154e-08
Sample_12_comp.tsv	712912451	Staphylococcus phage P108	7.36885341937582e-08
Sample_12_comp.tsv	563398109	Arthrobacter phage vB_ArS-ArV2	7.11479536056525e-08
Sample_12_comp.tsv	472341954	Synechococcus phage S-RIM2 R1_1999	6.86878980574134e-08
Sample_12_comp.tsv	712913869	Salmonella phage Chi	6.63060405652812e-08
Sample_12_comp.tsv	509139223	Salmonella phage Chi	6.40001148413524e-08
Sample_12_comp.tsv	117530171	Microcystis phage Ma-LMM01	6.17679138822234e-08
Sample_12_comp.tsv	194100609	Mycobacterium phage Predator	5.96072885864341e-08
Sample_12_comp.tsv	712912693	Rhizobium phage vB_RleM_PPF1	5.75161464002062e-08
Sample_12_comp.tsv	48697070	Pseudomonas phage PaP2	5.54924499909781e-08
Sample_12_comp.tsv	109391846	Mycobacterium phage Orion	5.35342159482465e-08
Sample_12_comp.tsv	422937568	Aeromonas phage phiAS7	5.16395135112309e-08
Sample_12_comp.tsv	431810834	Tetrasphaera phage TJE1	4.98064633228853e-08
Sample_12_comp.tsv	418489383	Lactobacillus phage LF1	4.80332362097878e-08
Sample_12_comp.tsv	525972436	Salmonella phage FSL SP-088	4.63180519874464e-08
Sample_12_comp.tsv	237651540	Roseophage DSS3P2	4.46591782905648e-08
Sample_12_comp.tsv	414090203	Streptococcus phage phiNJ2	4.30549294278219e-08
Sample_12_comp.tsv	418488941	Pantoea phage LIMElight	4.1503665260721e-08
Sample_12_comp.tsv	198449262	Burkholderia phage KS10	4.00037901060752e-08
Sample_12_comp.tsv	330858351	Propionibacterium phage PAS50 endogenous virus	3.85537516617005e-08
Sample_12_comp.tsv	423262507	Liberibacter phage SC2	3.71520399548945e-08
Sample_12_comp.tsv	472339781	Psychrobacter phage pOW20-A	3.57971863132842e-08
Sample_12_comp.tsv	29566284	Mycobacterium phage Corndog	3.44877623576362e-08
Sample_12_comp.tsv	448260223	Cronobacter sakazakii phage vB_CskP_GAP227	3.32223790162237e-08
Sample_12_comp.tsv	526177981	Cellulophaga phage phi46:1	3.19996855603551e-08
Sample_12_comp.tsv	392972768	Enterococcus phage BC-611	3.08183686606736e-08
Sample_12_comp.tsv	472437437	Bacillus cereus bacteriophage vB_BceM_Bc431v3	2.96771514638422e-08
Sample_12_comp.tsv	33620426	Enterobacteria phage RB49	2.85747926892365e-08
Sample_12_comp.tsv	22855216	Pseudomonas phage phi-12 segment S	2.75100857452723e-08
Sample_12_comp.tsv	431810239	Enterobacteria phage C-1 INW-2012	2.64818578650002e-08
Sample_12_comp.tsv	304360758	Mycobacterium phage Angelica	2.54889692606072e-08
Sample_12_comp.tsv	194100305	Enterobacteria phage EcoDS1	2.45303122964693e-08
Sample_12_comp.tsv	213163898	Stenotrophomonas phage S1	2.36048106804043e-08
Sample_12_comp.tsv	62362213	Enterobacteria phage ES18	2.27114186727817e-08
Sample_12_comp.tsv	557307584	Enterobacteria phage fiAA91-ss	2.18491203131499e-08
Sample_12_comp.tsv	509142397	Mycobacterium phage ArcherS7	2.10169286640467e-08
Sample_12_comp.tsv	45429984	Gokushovirinae GAIR4	2.02138850716663e-08
Sample_12_comp.tsv	472438250	Bacillus phage PM1 DNA	1.94390584430577e-08
Sample_12_comp.tsv	9635467	Vibrio phage VfO3K6	1.86915445395381e-08
Sample_12_comp.tsv	374531848	Erwinia phage PEp14	1.79704652860084e-08
Sample_12_comp.tsv	9627425	Enterobacteria phage T7	1.7274968095862e-08
Sample_12_comp.tsv	712915531	Shewanella sp. phage 1_41	1.66042252111854e-08
Sample_12_comp.tsv	509142635	Mycobacterium phage Astraea	1.59574330579519e-08
Sample_12_comp.tsv	371496326	Vibrio phage SIO-2	1.5333811615916e-08
Sample_12_comp.tsv	460041934	Bacillus phage Eoghan	1.47326038029195e-08
Sample_12_comp.tsv	9625366	Pseudomonas phage Pf1	1.41530748733274e-08
Sample_12_comp.tsv	431809464	Bacillus phage vB_BtS_BMBtp2	1.35945118303121e-08
Sample_12_comp.tsv	148727082	Propionibacterium phage PA6	1.30562228517148e-08
Sample_12_comp.tsv	448245045	Pseudomonas phage JBD24	1.2537536729212e-08
Sample_12_comp.tsv	22296522	Lactobacillus phage A2	1.20378023205234e-08
Sample_12_comp.tsv	730984715	Shigella phage pSs-1	1.15563880143988e-08
Sample_12_comp.tsv	423262327	Deep-sea thermophilic phage D6E	1.10926812081303e-08
Sample_12_comp.tsv	389060373	Clostridium phage phiCP7R	1.06460877973341e-08
Sample_12_comp.tsv	530546568	Mycobacterium phage Redno2	1.02160316777572e-08
Sample_12_comp.tsv	526176488	Listeria phage LP-110	9.80195425886339e-09
Sample_12_comp.tsv	358356445	Mycobacterium phage Giles	9.40331398896017e-09
Sample_12_comp.tsv	160700594	Thalassomonas phage BA3	9.01958589162969e-09
Sample_12_comp.tsv	282598772	Clavibacter phage CMP1	8.65026111323383e-09
Sample_12_comp.tsv	713322012	Citrobacter phage Miller	8.29484648126479e-09
Sample_12_comp.tsv	530545284	Mycobacterium phage Muddy	7.95286407331817e-09
Sample_12_comp.tsv	126010846	Vibrio phage VP882	7.62385079646844e-09
Sample_12_comp.tsv	508179584	Mycobacterium phage Dumbo	7.30735797683114e-09
Sample_12_comp.tsv	282599392	Pseudomonas phage LUZ7	7.00295095909945e-09
Sample_12_comp.tsv	448244985	Pseudomonas phage JBD5	6.71020871584671e-09
Sample_12_comp.tsv	162290107	Staphylococcus phage phiMR11	6.42872346639003e-09
Sample_12_comp.tsv	17736952	Pseudomonas phage phi8 segment L	6.1581003050136e-09
Sample_12_comp.tsv	89885981	Sodalis phage phiSG1	5.89795683835432e-09
Sample_12_comp.tsv	89158250	Pseudomonas phage F8	5.64792283175508e-09
Sample_12_comp.tsv	356870600	Escherichia phage HK639	5.40763986439528e-09
Sample_12_comp.tsv	62327085	Lactobacillus phage phiJL-1	5.17676099301107e-09
Sample_12_comp.tsv	29366675	Enterobacteria phage T4	4.95495042402113e-09
Sample_12_comp.tsv	119443652	Staphylococcus phage phiPVL108	4.74188319387757e-09
Sample_12_comp.tsv	9634626	Streptococcus phage 7201	4.53724485746416e-09
Sample_12_comp.tsv	71647259	Haloarcula phage SH1	4.34073118436772e-09
Sample_12_comp.tsv	48697401	Actinoplanes phage phiAsp2	4.15204786285158e-09
Sample_12_comp.tsv	29565879	Mycobacterium phage Cjw1	3.970910211363e-09
Sample_12_comp.tsv	431810571	Erwinia phage phiEaH2	3.79704289740973e-09
Sample_12_comp.tsv	414090365	Clostridium phage phiMMP02	3.63017966364354e-09
Sample_12_comp.tsv	408905856	Campylobacter phage CP30A	3.47006306099208e-09
Sample_12_comp.tsv	508177514	Mycobacterium phage PattyP	3.31644418868274e-09
Sample_12_comp.tsv	418488446	Pseudomonas phage NH-4	3.1690824410056e-09
Sample_12_comp.tsv	408905847	Propionibacterium phage P100D	3.02774526066507e-09
Sample_12_comp.tsv	156563990	Bacillus phage 0305phi8-36	2.89220789857272e-09
Sample_12_comp.tsv	712915757	Acinetobacter phage vB_AbaM_Acibel004	2.76225317993668e-09
Sample_12_comp.tsv	509141289	Mycobacterium phage Chy4	2.63767127650547e-09
Sample_12_comp.tsv	281199644	Escherichia phage D108	2.51825948482705e-09
Sample_12_comp.tsv	460042176	Bacillus phage Finn	2.40382201038634e-09
Sample_12_comp.tsv	203457352	Mycobacterium phage Rizal	2.29416975748713e-09
Sample_12_comp.tsv	45686283	Enterobacteria phage T1	2.18912012474686e-09
Sample_12_comp.tsv	22854993	Bacillus phage phi105	2.08849680607528e-09
Sample_12_comp.tsv	418487685	Brucella phage Tb	1.99212959701037e-09
Sample_12_comp.tsv	422934269	Enterobacteria phage IME10	1.89985420628757e-09
Sample_12_comp.tsv	712913311	Mycobacteriophage Taj	1.81151207252053e-09
Sample_12_comp.tsv	273810419	Xylella phage Xfas53	1.72695018587407e-09
Sample_12_comp.tsv	23455771	Lactobacillus phage phig1e	1.64602091461247e-09
Sample_12_comp.tsv	481019622	Vibrio phage henriette 12B8	1.56858183640823e-09
Sample_12_comp.tsv	713322580	Enterobacteria phage GEC-3S	1.49449557429897e-09
Sample_12_comp.tsv	509139383	Mycobacterium phage Chy5	1.42362963718233e-09
Sample_12_comp.tsv	712915364	Synechococcus phage S-CBP2	1.3558562647406e-09
Sample_12_comp.tsv	472339381	Synechococcus phage S-CAM1	1.29105227668946e-09
Sample_12_comp.tsv	66392052	Xanthomonas phage Xp15	1.22909892624695e-09
Sample_12_comp.tsv	543171540	Propionibacterium phage PHL114L00	1.16988175772102e-09
Sample_12_comp.tsv	327198506	Pseudoalteromonas phage H105_1	1.11329046811592e-09
Sample_12_comp.tsv	448260543	Klebsiella phage KP27	1.05921877266012e-09
Sample_12_comp.tsv	456351087	Salmonella phage S16	1.00756427415976e-09
Sample_12_comp.tsv	563398672	Mycobacterium phage Artemis2UCLA	9.58228336084231e-10
Sample_12_comp.tsv	190151415	Streptococcus phage PH15	9.11115959292001e-10
Sample_12_comp.tsv	134288688	Burkholderia phage phiE12-2 chromosome	8.66135662306882e-10
Sample_12_comp.tsv	712912907	Rhizobium phage vB_RleM_P10VF	8.23199365056676e-10
Sample_12_comp.tsv	414090084	Stenotrophomonas phage IME15	7.82222275988038e-10
Sample_12_comp.tsv	508178941	Streptomyces phage Sujidade	7.43122782473178e-10
Sample_12_comp.tsv	93007408	Streptomyces phage mu1_6	7.05822344425754e-10
Sample_12_comp.tsv	330858444	Shigella phage Shfl1	6.70245391045078e-10
Sample_12_comp.tsv	418489442	Bacillus phage SP10	6.36319220609456e-10
Sample_12_comp.tsv	397912605	Thermoanaerobacterium phage THSA-485A	6.03973903241146e-10
Sample_12_comp.tsv	431809796	Lactobacillus phage ATCC 8014-B1	5.73142186567079e-10
Sample_12_comp.tsv	561133277	Staphylococcus phage S25-3 DNA	5.43759404201118e-10
Sample_12_comp.tsv	46401626	Enterobacteria phage P1	5.15763386975191e-10
Sample_12_comp.tsv	169794178	Lactobacillus johnsonii prophage Lj771	4.89094376848241e-10
Sample_12_comp.tsv	109289986	Aeromonas phage 25	4.63694943423438e-10
Sample_12_comp.tsv	428781735	Enterobacteria phage mEp043 c-1	4.39509903005626e-10
Sample_12_comp.tsv	514050968	Vibrio phage pYD38-A	4.16486240132473e-10
Sample_12_comp.tsv	170783609	Enterobacteria phage Min27	3.94573031514225e-10
Sample_12_comp.tsv	66396040	Staphylococcus phage 71	3.73721372318418e-10
Sample_12_comp.tsv	115304338	Phormidium phage Pf-WMP4	3.53884304737312e-10
Sample_12_comp.tsv	526003444	Salmonella phage FSL SP-058	3.35016748777172e-10
Sample_12_comp.tsv	9630710	Mycoplasma phage MAV1	3.1707543520991e-10
Sample_12_comp.tsv	157325284	Listeria phage B054	3.00018840628909e-10
Sample_12_comp.tsv	66395508	Staphylococcus phage 42e	2.8380712455217e-10
Sample_12_comp.tsv	526244578	Lactococcus phage phi7	2.68402068517219e-10
Sample_12_comp.tsv	30089861	Lactococcus phage 4268	2.53767017113462e-10
