label,attr
RR_tom_rhizo_2021_78C1BT1_41804,agsoil
RR_tom_rhizo_2021_78C1BT2_72,agsoil
RR_tom_rhizo_2021_78C2BT1_78966,agsoil
RR_tom_rhizo_2021_78C2RT3_35586,agsoil
RR_tom_rhizo_2021_78C2RT3_9940,agsoil
RR_tom_rhizo_2021_78T1BT1_14607,agsoil
RR_tom_rhizo_2021_78TBT0_25615,agsoil
RR_tom_rhizo_2021_78TBT0_29987,agsoil
RR_tom_rhizo_2021_78TBT0_73364,agsoil
RR_tom_rhizo_2021_RHIZ_D3_MACV_24583,agsoil
EV_7000000292_SRS023958_Baylor_scaffold_31592,other
GOV_Station42_SUR_ALL_assembly_NODE_534_length_25913_cov_7.840514,ocean
GOV_Station42_SUR_ALL_assembly_NODE_964_length_17642_cov_2.497413,ocean
GOV_Station68_DCM_ALL_assembly_NODE_939_length_15399_cov_15.672119,ocean
2_BU_ALM_S15_397,agsoil
GOV_Station78_MES_DO_NOT_POOL_NODE_3956_length_13491_cov_8.652129,ocean
biochar_4019,agsoil
GOV_Station42_DCM_ALL_assembly_NODE_2335_length_11666_cov_7.576608,ocean
GOV_Station124_MXL_ALL_assembly_NODE_2540_length_10641_cov_3.254865,ocean
GOV_Station64_MES_COMBINED_FINAL_NODE_6822_length_10242_cov_8.553352,ocean
EV_3300002502_C687J35174_10000238,other
EV_7000000161_SRS015895_WUGC_scaffold_5265,other
GOV_Station67_SUR_ALL_assembly_NODE_357_length_40438_cov_4.101676,ocean
GOV_Station210_SUR_ALL_assembly_NODE_2792_length_33559_cov_44.240210,ocean
1_BU_ALM_S14_948,agsoil
EV_3300002514_JGI25133J35611_10001812,other
4_RHIZ_ALM_S19_4429,agsoil
GOV_Station175_SUR_ALL_assembly_NODE_11254_length_10497_cov_4.791036,ocean
tomato_rhizo_GH_1406,natsoil
EV_3300000203_TB18AUG2009E_c000046,other
EV_2061766007_rumenHiSeq_NODE_3638814_len_34142_cov_1_386621,other
GOV_Station100_DCM_ALL_assembly_NODE_738_length_25253_cov_4.336614,ocean
EV_7000000063_SRS015057_WUGC_scaffold_2731,other
EV_7000000744_SRS015436_WUGC_scaffold_18924,other
ICE_SIP_Blaze1_NODE_1490_length_13488_cov_86_031210-cat_2,natsoil
EV_3300001460_JGI24003J15210_10001420,other
GOV_Station70_SUR_ALL_assembly_NODE_149_length_76204_cov_42.020959,ocean
GOV_Station82_SUR_COMBINED_FINAL_NODE_555_length_44682_cov_24.458131,ocean
GOV_Station155_DCM_ALL_assembly_NODE_2685_length_26569_cov_3.540771,ocean
EV_7000000364_SRS051941_LANL_scaffold_12180,other
GOV_Station102_SUR_ALL_assembly_NODE_801_length_21196_cov_44.757958,ocean
GOV_Station210_SUR_ALL_assembly_NODE_5554_length_20481_cov_4.364095,ocean
roux2019_P_Mid_2017_NODE_2087_length_15353_cov_27_911129,peat
GOV_Station175_SUR_ALL_assembly_NODE_7039_length_15300_cov_12.537750,ocean
RR_6_8_frac_24132,agsoil
2_BU_ALM_S15_893,agsoil
EV_7000000431_SRS013158_Baylor_scaffold_16232,other
GOV_Station18_DCM_ALL_assembly_NODE_1402_length_12323_cov_5.037414,ocean
GOV_Station124_MXL_ALL_assembly_NODE_2595_length_10477_cov_4.808098,ocean
4_RHIZ_ALM_S19_7551,agsoil
EV_3300001351_JGI20153J14318_10002797,other
SPRUCE_viral_seq_4802,peat
GOV_Station65_DCM_ALL_assembly_NODE_423_length_38950_cov_5.501813,ocean
EV_7000000669_SRS022713_LANL_scaffold_5385,other
EV_7000000123_C990883,other
GOV_Station18_DCM_ALL_assembly_NODE_1328_length_12795_cov_7.269545,ocean
EV_7000000226_C2576416,other
GOV_Station155_DCM_ALL_assembly_NODE_1515_length_38240_cov_66.030745,ocean
EV_3300000439_TBL_comb48_EPIDRAFT_1000360,other
GOV_Station155_DCM_ALL_assembly_NODE_2597_length_27249_cov_3.307347,ocean
GOV_Station100_MES_ALL_assembly_NODE_558_length_22286_cov_11.416940,ocean
GOV_7037.1.59410.ACACG_Malaspina_NODE_1412_length_11325_cov_5.482041,ocean
EV_3300002231_KVRMV2_100036841,other
EV_3300001281_JGI20213J14113_1000002,other
GOV_Station189_DCM_ALL_assembly_NODE_2318_length_20969_cov_49.030219,ocean
GOV_Station85_MES_COMBINED_FINAL_NODE_2449_length_18588_cov_8.354880,ocean
GOV_Station178_SUR_ALL_assembly_NODE_5353_length_16200_cov_2.493218,ocean
EV_3300001346_JGI20151J14362_10002242,other
GOV_Station168_DCM_ALL_assembly_NODE_9822_length_10811_cov_4.127371,ocean
GOV_Station34_DCM_ALL_assembly_NODE_453_length_30596_cov_3.058512,ocean
EV_3300003791_Ga0055530_10001035,other
GOV_Station111_MES_COMBINED_FINAL_NODE_3374_length_15491_cov_10.008163,ocean
roux2019_P_Mid_2017_NODE_2120_length_15171_cov_3_050212,peat
tomato_rhizo_GH_997,natsoil
GOV_Station67_SUR_ALL_assembly_NODE_2600_length_11836_cov_2.118835,ocean
GOV_Station32_SUR_ALL_assembly_NODE_2180_length_11061_cov_94.090314,ocean
GOV_Station180_SUR_ALL_assembly_NODE_708_length_86932_cov_4.580637,ocean
GOV_Station70_SUR_ALL_assembly_NODE_1204_length_19942_cov_5.363705,ocean
EV_7000000214_SRS015158_WUGC_scaffold_36952,other
EV_3300002641_loc_102174422,other
EV_3300002835_B570J40625_100016050,other
GOV_Station111_MES_COMBINED_FINAL_NODE_5458_length_11498_cov_4.930263,ocean
3_RHIZ_ALM_S18_2885,agsoil
EV_3300002835_B570J40625_100001503,other
GOV_Station39_SUR_ALL_assembly_NODE_711_length_13615_cov_14.358260,ocean
GOV_Station180_ZZZ_ALL_assembly_NODE_6556_length_12039_cov_73.291222,ocean
GOV_Station180_SUR_ALL_assembly_NODE_12184_length_10943_cov_20.370224,ocean
GOV_Station23_DCM_ALL_assembly_NODE_2475_length_10682_cov_6.389574,ocean
natural_reserves_2019_BB_4_1_S82_47,natsoil
EV_2100351000_BMHBC_94211,other
GOV_Station180_SUR_ALL_assembly_NODE_4358_length_24477_cov_16.704979,ocean
GOV_Station37_MES_COMBINED_FINAL_NODE_1836_length_21939_cov_21.142159,ocean
2_RHIZ_ALM_S17_71,agsoil
1_BU_ALM_S14_6763,agsoil
GOV_Station155_MES_ALL_assembly_NODE_6656_length_16049_cov_5.342879,ocean
1_BU_ALM_S14_3686,agsoil
GOV_Station42_DCM_ALL_assembly_NODE_1859_length_13358_cov_16.391641,ocean
GOV_Station180_SUR_ALL_assembly_NODE_9695_length_13155_cov_3.924809,ocean
GOV_Station196_SUR_ALL_assembly_NODE_5505_length_10644_cov_10.487676,ocean
EV_7000000085_SRS018145_Baylor_scaffold_36886,other
GOV_Station189_MES_ALL_assembly_NODE_5681_length_15729_cov_3.378334,ocean
GOV_Station175_ZZZ_ALL_assembly_NODE_3818_length_14731_cov_48.980581,ocean
GOV_Station163_SUR_ALL_assembly_NODE_3173_length_12963_cov_7.918423,ocean
GOV_Station68_MES_COMBINED_FINAL_NODE_5365_length_12000_cov_4.033905,ocean
GOV_Station64_MES_COMBINED_FINAL_NODE_5823_length_11579_cov_23.384068,ocean
GOV_Station72_MES_ALL_assembly_NODE_221_length_57578_cov_6.974619,ocean
EV_7000000513_SRS047824_WUGC_scaffold_2675,other
GOV_Station201_SUR_ALL_assembly_NODE_1657_length_29468_cov_43.623942,ocean
EV_3300002641_loc_103972373,other
GOV_Station122_DCM_ALL_assembly_NODE_229_length_48458_cov_22.432246,ocean
GOV_Station85_DCM_COMBINED_FINAL_NODE_637_length_38740_cov_849.877808,ocean
GOV_Station155_MES_ALL_assembly_NODE_4937_length_19918_cov_9.958617,ocean
GOV_Station42_DCM_ALL_assembly_NODE_1391_length_15863_cov_5.259489,ocean
GOV_Station191_SUR_ALL_assembly_NODE_10_length_117269_cov_7.604842,ocean
4_RHIZ_ALM_S19_2775,agsoil
GOV_Station100_SUR_ALL_assembly_NODE_1148_length_13357_cov_8.054202,ocean
GOV_Station189_MES_ALL_assembly_NODE_9196_length_11214_cov_2.427010,ocean
tomato_rhizo_GH_1952,natsoil
GOV_Station155_DCM_ALL_assembly_NODE_7466_length_11768_cov_3.119013,ocean
GOV_Station155_DCM_ALL_assembly_NODE_3205_length_23316_cov_4.688921,ocean
4_RHIZ_ALM_S19_2294,agsoil
RR_6_8_frac_7993,agsoil
1_RHIZ_ALM_S16_534,agsoil
1_RHIZ_ALM_S16_1876,agsoil
4_RHIZ_ALM_S19_7385,agsoil
biochar_1136,agsoil
GOV_Station206_SUR_ALL_assembly_NODE_1369_length_32236_cov_2.509617,ocean
EV_7000000132_SRS012285_Baylor_scaffold_21329,other
GOV_Station111_MES_DO_NOT_POOL_NODE_1626_length_25562_cov_12.149253,ocean
GOV_Station68_DCM_ALL_assembly_NODE_649_length_19336_cov_3.546185,ocean
EV_3300003813_Ga0007879_1000134,other
EV_7000000353_SRS022083_Baylor_scaffold_28680,other
coutinho_2020_BA1350-5kb-C3436,lake
coutinho_2020_Baikal-BG-methane-300m-C1053,lake
coutinho_2020_BA1250-C3550,lake
coutinho_2020_BA1350-5kb-C4249,lake
vik_2020_St08_uomzD_NODE_296_length_27685_cov_7.594101,ocean
coutinho_2020_BA1350-5kb-C6105,lake
coutinho_2020_BA1250-C10831,lake
coutinho_2020_BA1250-C11160,lake
vik_2020_St18_uomzD_NODE_1685_length_13196_cov_39.637242,ocean
coutinho_2020_BA1350-5kb-C13742,lake
vik_2020_St16_omz_NODE_502_length_35592_cov_26.066241,ocean
coutinho_2020_Baikkal5m-C526,lake
coutinho_2020_BA1250-C6057,lake
coutinho_2020_Baikal-summer-1250m-C3281,lake
coutinho_2020_BA1350-5kb-C9177,lake
coutinho_2020_BA1250-C10520,lake
coutinho_2020_BA1250-C14751,lake
vik_2020_St17_uomz_NODE_162_length_28851_cov_6.116231,ocean
li_2021_k141_1354199_length_20921_cov_9.0000,ocean
coutinho_2020_Baikal-BG-methane-390m-C3344,lake
vik_2020_St07_scm_NODE_893_length_16040_cov_9.809509,ocean
coutinho_2020_Baikkal5m-C2197,lake
coutinho_2020_Baikal-summer-1250m-C7094,lake
coutinho_2020_BA1350-5kb-C16838,lake
coutinho_2020_BA1350-5kb-C17124,lake
vik_2020_St08_uomzD_NODE_1606_length_10273_cov_37.766295,ocean
coutinho_2020_Baikal-summer-5m-C346,lake
li_2021_k141_698584_length_35137_cov_41.0012,ocean
coutinho_2020_Baikal-BG-methane-390m-C1559,lake
coutinho_2020_BA1250-C6852,lake
vik_2020_St18_uomzD_NODE_1112_length_16846_cov_26.060211,ocean
vik_2020_St17_oxy_NODE_1150_length_16171_cov_8.741375,ocean
li_2021_k141_2492275_length_14626_cov_9.0000,ocean
vik_2020_St14_uomzD_NODE_1326_length_14601_cov_5.333631,ocean
vik_2020_St16_omz_NODE_2652_length_12044_cov_9.827258Hopland_2021_Santos_V15_VIR_S452_L004_68568,ocean
Hopland_2021_Santos_V17_VIR_S462_L004_58092,natsoil
Hopland_2021_Santos_V19_VIR_S470_L004_16696,natsoil
Hopland_2021_Santos_V20_VIR_S479_L004_76604,natsoil
Hopland_2021_Santos_V42_VIR_S464_L004_37022,natsoil
almond_CA_BU_D2_MACV_34237,agsoil
almond_CA_BU_D3_MACV_10937,agsoil
almond_CA_BU_H1_WLV_57804,agsoil
almond_CA_BU_H3_ESCV_10555,agsoil
almond_CA_BU_H3_MAV_88363,agsoil
almond_CA_RHIZ_D1_MACV_39228,agsoil
almond_CA_RHIZ_H1_MACV_43622,agsoil
almond_CA_RHIZ_H1_MAV_8367,agsoil
almond_CA_RHIZ_H2_ESCV_68730,agsoil
almond_CA_RHIZ_H2_WLV_26087,agsoil
almond_CA_RHIZ_H2_WLV_33083,agsoil
almond_CA_RHIZ_H2_WLV_40938,agsoil
almond_CA_RHIZ_H3_MAV_38305,agsoil
almond_CA_RHIZ_H3_MAV_66499,agsoil
BB_2021_BMLB1_T1_V_475,natsoil
BB_2021_BMLB1_T3_V_10178,natsoil
BB_2021_BMLB3_T3_V_29548,natsoil
BB_2021_BMLF1_T1_V_19425,natsoil
BB_2021_DP1_T2_V_16790,natsoil
BB_2021_GPB2_T1_V_9908,natsoil
BB_2021_GPB3_T1_B_70586,natsoil
BB_2021_GPS2_T3_V_8590,natsoil
BB_2021_HC2_T1_V_9623,natsoil
BB_2021_HC2_T3_V_1369,natsoil
BB_2021_HC2_T3_V_1914,natsoil
BB_2021_HC3_T1_V_6674,natsoil
RR_2018_RR132July_vir_S9_L001_virfinder_60,agsoil
RR_2018_RR682Oct_vir_S8_L001_virfinder_433,agsoil
RR_2018_RR891Oct_vir_S15_L001_virsorter_23,agsoil
RR_tom_rhizo_2021_14C2RT3_87938,agsoil
RR_tom_rhizo_2021_14CBT0_32110,agsoil
RR_tom_rhizo_2021_14T1RT2_1735,agsoil
RR_tom_rhizo_2021_14T1RT3_104780,agsoil
RR_tom_rhizo_2021_14T2RT1_92099,agsoil
RR_tom_rhizo_2021_55C1RT1_13040,agsoil
RR_tom_rhizo_2021_55C2BT1_41818,agsoil
RR_tom_rhizo_2021_55C2RT1_32854,agsoil
RR_tom_rhizo_2021_55C2RT3_73458,agsoil
RR_tom_rhizo_2021_55T1RT2_27876,agsoil
RR_tom_rhizo_2021_55T1RT3_83273,agsoil
RR_tom_rhizo_2021_78C1BT1_67449,agsoil
RR_tom_rhizo_2021_78C1RT1_17293,agsoil
RR_tom_rhizo_2021_78C2RT1_11236,agsoil
RR_tom_rhizo_2021_78C2RT1_18058,agsoil
RR_tom_rhizo_2021_78T1BT1_3699,agsoil
RR_tom_rhizo_2021_78T1BT3_35793,agsoil
RR_tom_rhizo_2021_BU_H1_MACV_62636,agsoil
2_RHIZ_ALM_S17_4487,agsoil
emerson2018_QGNH01000702.1_Viral_metagenome_Pal_ctg_886177_cat2__whole_genome_shotgun_sequence,peat
GOV_Station158_SUR_ALL_assembly_NODE_3775_length_23264_cov_4.930587,ocean
GOV_Station100_DCM_ALL_assembly_NODE_980_length_21056_cov_12.991619,ocean
GOV_Station72_DCM_ALL_assembly_NODE_1757_length_12560_cov_3.845102,ocean
GOV_Station100_MES_ALL_assembly_NODE_221_length_38594_cov_24.378318,ocean
2_RHIZ_ALM_S17_456,agsoil
GOV_Station124_MXL_ALL_assembly_NODE_1140_length_19602_cov_3.099606,ocean
GOV_Station158_MES_ALL_assembly_NODE_5257_length_16250_cov_2.916394,ocean
EV_3300002928_G310J44881_10001569,other
GOV_Station52_SUR_ALL_assembly_NODE_1160_length_13731_cov_5.770254,ocean
GOV_Station180_ZZZ_ALL_assembly_NODE_785_length_55563_cov_83.370235,ocean
roux2015_vdm_Bacilli_gi_480445016_710443_754751_Uncultured_Viruses,other
GOV_Station102_MES_ALL_assembly_NODE_839_length_24173_cov_3.346546,ocean
1_BU_ALM_S14_3297,agsoil
GOV_Station85_MES_COMBINED_FINAL_NODE_2402_length_18841_cov_39.290695,ocean
GOV_Station138_DCM_ALL_assembly_NODE_749_length_15422_cov_27.061235,ocean
EV_3300001130_JGI1221J13441_10001105,other
EV_3300003814_Ga0007877_1000248,other
GOV_Station34_SUR_ALL_assembly_NODE_351_length_38375_cov_3.634734,ocean
GOV_Station33_SUR_ALL_assembly_NODE_686_length_22432_cov_13.211065,ocean
GOV_Station38_DCM_ALL_assembly_NODE_265_length_21335_cov_5.145677,ocean
GOV_Station168_DCM_ALL_assembly_NODE_4337_length_21100_cov_11.195581,ocean
GOV_Station175_SUR_ALL_assembly_NODE_6447_length_16325_cov_11.510510,ocean
GOV_Station205_MES_ALL_assembly_NODE_3812_length_15622_cov_8.112995,ocean
GOV_Station123_MXL_ALL_assembly_NODE_2966_length_11991_cov_11.480898,ocean
3_RHIZ_ALM_S18_5989,agsoil
GOV_Station85_DCM_COMBINED_FINAL_NODE_959_length_31213_cov_85.153123,ocean
tomato_rhizo_GH_568,natsoil
EV_3300003688_Ga0061020_1000218,other
roux2019_B_Sur_2017_NODE_1005_length_22007_cov_10_042579,peat
roux2015_vdm_Bacilli_gi_481030972_Uncultured_unclassified_Siphoviridae,other
GOV_Station31_SUR_ALL_assembly_NODE_2587_length_15102_cov_36.050575,ocean
GOV_Station39_DCM_ALL_assembly_NODE_612_length_13946_cov_16.438773,ocean
EV_3300003928_Ga0051982_10000937,other
RR_6_8_frac_24207,agsoil
GOV_Station111_MES_DO_NOT_POOL_NODE_895_length_39445_cov_6.129500,ocean
GOV_Station62_SUR_ALL_assembly_NODE_209_length_35774_cov_5.260478,ocean
GOV_Station188_SUR_ALL_assembly_NODE_2101_length_27839_cov_46.365786,ocean
GOV_Station52_SUR_ALL_assembly_NODE_1335_length_12655_cov_3.037063,ocean
GOV_Station180_SUR_ALL_assembly_NODE_1400_length_55039_cov_12.586680,ocean
GOV_Station155_MES_ALL_assembly_NODE_2311_length_33856_cov_4.513387,ocean
GOV_Station188_DCM_ALL_assembly_NODE_1483_length_33256_cov_6.445348,ocean
GOV_Station85_MES_COMBINED_FINAL_NODE_2182_length_19898_cov_3.539939,ocean
GOV_Station84_SUR_COMBINED_FINAL_NODE_2467_length_18919_cov_11.751961,ocean
EV_3300000117_DelMOWin2010_c10002466,other
GOV_Station78_DCM_ALL_assembly_NODE_2903_length_11052_cov_8.430754,ocean
3_RHIZ_ALM_S18_4233,agsoil
GOV_Station122_SUR_ALL_assembly_NODE_650_length_22767_cov_9.699146,ocean
GOV_Station18_DCM_ALL_assembly_NODE_931_length_15983_cov_14.241022,ocean
GOV_Station111_MES_COMBINED_FINAL_NODE_3583_length_14926_cov_3.879699,ocean
EV_3300000736_JGI12547J11936_1000308,other
GOV_Station209_MES_ALL_assembly_NODE_3209_length_26233_cov_14.629651,ocean
GOV_Station39_SUR_ALL_assembly_NODE_620_length_14870_cov_6.305974,ocean
RR_6_8_frac_10534,agsoil
1_BU_ALM_S14_1471,agsoil
GOV_Station68_SUR_ALL_assembly_NODE_420_length_39530_cov_6.845370,ocean
biochar_2370,agsoil
GOV_Station180_SUR_ALL_assembly_NODE_9907_length_12933_cov_12.396801,ocean
roux2015_vdm_Gammaproteobacteria_gi_416224247_Uncultured_Caudovirales,other
GOV_Station158_MES_ALL_assembly_NODE_2666_length_27228_cov_4.941449,ocean
EV_3300000553_TBL_comb47_HYPODRAFT_10004485,other
GOV_Station39_MES_COMBINED_FINAL_NODE_4455_length_12483_cov_11.512713,ocean
GOV_Station123_MXL_ALL_assembly_NODE_3320_length_10998_cov_12.892625,ocean
GOV_Station194_SUR_ALL_assembly_NODE_4958_length_10808_cov_29.779410,ocean
GOV_Station173_DCM_ALL_assembly_NODE_654_length_87209_cov_24.274078,ocean
EV_3300000115_DelMOSum2011_c10000076,other
GOV_Station189_DCM_ALL_assembly_NODE_743_length_38441_cov_4.731960,ocean
roux2015_vdm_Gammaproteobacteria_gi_416276788_Uncultured_Enterobacteria_phage_P1,other
GOV_Station189_MES_ALL_assembly_NODE_5519_length_16003_cov_2.873025,ocean
EV_7000000127_SRS023926_Baylor_scaffold_76828,other
GOV_Station205_SUR_ALL_assembly_NODE_3582_length_13123_cov_5.192455,ocean
GOV_Station37_MES_COMBINED_FINAL_NODE_3663_length_12708_cov_16.745910,ocean
GOV_Station64_SUR_ALL_assembly_NODE_2110_length_12522_cov_6.302158,ocean
3_RHIZ_ALM_S18_1896,agsoil
roux2015_vdm_Gammaproteobacteria_gi_200389291_1006918_Uncultured_Viruses,other
EV_3300000101_DelMOSum2010_c10000434,other
GOV_Station209_SUR_ALL_assembly_NODE_3791_length_21114_cov_122.309037,ocean
EV_3300000553_TBL_comb47_HYPODRAFT_10004158,other
GOV_Station65_DCM_ALL_assembly_NODE_2119_length_13256_cov_5.655405,ocean
EV_3300000115_DelMOSum2011_c10002031,other
1_BU_ALM_S14_5906,agsoil
GOV_Station68_MES_DO_NOT_POOL_NODE_5630_length_10851_cov_19.431827,ocean
GOV_Station109_SUR_ALL_assembly_NODE_366_length_39951_cov_13.744185,ocean
GOV_Station175_SUR_ALL_assembly_NODE_3329_length_26255_cov_47.359237,ocean
GOV_Station193_SUR_ALL_assembly_NODE_2013_length_21310_cov_18.104164,ocean
biochar_6014,agsoil
RR_6_8_frac_15696,agsoil
GOV_Station67_SUR_ALL_assembly_NODE_680_length_28471_cov_3.171453,ocean
GOV_Station82_DCM_COMBINED_FINAL_NODE_1319_length_25927_cov_5.010397,ocean
GOV_Station102_DCM_ALL_assembly_NODE_1022_length_20233_cov_3.604817,ocean
EV_3300002641_loc_102735627,other
EV_3300000553_TBL_comb47_HYPODRAFT_10005601,other
GOV_Station37_MES_COMBINED_FINAL_NODE_3609_length_12847_cov_6.718730,ocean
GOV_Station138_DCM_ALL_assembly_NODE_1206_length_11978_cov_4.793928,ocean
EV_3300003852_Ga0031655_10002642,other
3_RHIZ_ALM_S18_5908,agsoil
GOV_Station137_MES_DO_NOT_POOL_NODE_1807_length_30721_cov_35.937292,ocean
2_RHIZ_ALM_S17_4281,agsoil
RR_6_8_frac_14476,agsoil
GOV_Station155_DCM_ALL_assembly_NODE_2023_length_32100_cov_146.693150,ocean
GOV_Station168_IZZ_ALL_assembly_NODE_10455_length_11708_cov_4.956320,ocean
EV_3300000115_DelMOSum2011_c10003202,other
RR_6_8_frac_18443,agsoil
GOV_Station25_SUR_ALL_assembly_NODE_1400_length_17662_cov_12.945647,ocean
GOV_7037.1.59410.ACACG_Malaspina_NODE_1637_length_10228_cov_5.714314,ocean
ICE_SIP_Blaze7B_DVF_NODE_78_length_49038_cov_3.405758,natsoil
roux2015_vdm_Alphaproteobacteria_gi_511098066_102560__Uncultured_dsDNA_viruses__no_RNA_stage,other
GOV_Station137_MES_COMBINED_FINAL_NODE_1405_length_37549_cov_8.255428,ocean
EV_3300003497_JGI25925J51416_10000115,other
GOV_Station124_MXL_ALL_assembly_NODE_1773_length_14058_cov_9.928872,ocean
GOV_Station158_MES_ALL_assembly_NODE_9512_length_10091_cov_26.159426,ocean
1_RHIZ_ALM_S16_4821,agsoil
GOV_Station125_MXL_ALL_assembly_NODE_1522_length_18709_cov_259.151174,ocean
GOV_Station68_MES_DO_NOT_POOL_NODE_3560_length_14916_cov_4.643295,ocean
EV_7000000600_C2646791,other
coutinho_2020_Baikal-summer-1250m-C54,lake
coutinho_2020_Baikal-BG-methane-300m-C1030,lake
coutinho_2020_BA1350-5kb-C3967,lake
coutinho_2020_BA1250-C4904,lake
myriam_2020_VIRSorter_NODE_302_length_16375_cov_32_653-cat_2,lake
coutinho_2020_Baikal-summer-5m-C3652,lake
coutinho_2020_BA1250-C13055,lake
coutinho_2020_Baikal-BG-methane-390m-C5286,lake
coutinho_2020_Baikal-summer-1350m-C6120,lake
coutinho_2020_BA1250-C17549,lake
coutinho_2020_Baikal-BG-methane-390m-C7239,lake
coutinho_2020_Baikal-BG-methane-390m-C643,lake
vik_2020_St16_uomz_NODE_303_length_40278_cov_20.563732,ocean
coutinho_2020_BA1250-C2416,lake
li_2021_k141_709294_length_33749_cov_35.0010,ocean
coutinho_2020_Baikal-summer-1350m-C1528,lake
coutinho_2020_BA1250-C7867,lake
coutinho_2020_BA1250-C12071,lake
coutinho_2020_Baikal-summer-1350m-C5065,lake
vik_2020_St17_scm_NODE_957_length_13393_cov_14.990628,ocean
coutinho_2020_Baikal-BG-methane-300m-C4720,lake
coutinho_2020_BA1350-5kb-C14306,lake
coutinho_2020_Baikal-summer-5m-C439,lake
vik_2020_St07_oxy_NODE_322_length_35404_cov_49.986195,ocean
coutinho_2020_Baikal-BG-methane-300m-C4490,lake
coutinho_2020_BA1350-5kb-C13433,lake
vik_2020_St16_omz_NODE_2682_length_11993_cov_7.281454,ocean
coutinho_2020_Baikal-BG-methane-300m-C274,lake
coutinho_2020_Baikal-summer-1350m-C1186,lake
vik_2020_St14_omz_NODE_1212_length_12558_cov_5.188355,ocean
coutinho_2020_Baikal-summer-20m-C4014,lake
coutinho_2020_Baikkal5m-C2973,lake
martins2018_Contig_54533,wetland
Hopland_2021_Santos_V06_VIR_S454_L004_137,natsoil
Hopland_2021_Santos_V09_VIR_S458_L004_29392,natsoil
almond_CA_BU_D1_MACV_10558,agsoil
almond_CA_BU_D2_MACV_15108,agsoil
almond_CA_BU_D3_MACV_67484,agsoil
almond_CA_BU_H1_MAV_16734,agsoil
almond_CA_BU_H1_MAV_2246,agsoil
almond_CA_BU_H1_WLV_23689,agsoil
almond_CA_BU_H2_ESCV_8537,agsoil
almond_CA_BU_H2_WLV_38795,agsoil
almond_CA_BU_H3_ESCV_2472,agsoil
almond_CA_BU_H3_MAV_12964,agsoil
almond_CA_RHIZ_D1_MACV_10557,agsoil
almond_CA_RHIZ_D1_MACV_27574,agsoil
almond_CA_RHIZ_D3_MACV_3794,agsoil
almond_CA_RHIZ_H2_MACV_11624,agsoil
almond_CA_RHIZ_H2_MAV_28182,agsoil
almond_CA_RHIZ_H2_WLV_20411,agsoil
almond_CA_RHIZ_H3_MAV_16170,agsoil
BB_2021_BMLB1_T3_V_21309,natsoil
BB_2021_BMLF1_T1_V_12150,natsoil
BB_2021_BMLF2_T2_V_1916,natsoil
BB_2021_BMLF3_T3_V_3056,natsoil
BB_2021_BMLS3_T2_B_43573,natsoil
BB_2021_HC1_T1_V_892,natsoil
RR_2018_RR132July_vir_S9_L001_virfinder_586,agsoil
RR_2018_RR451July_vir_S10_L001_virsorter_1259,agsoil
RR_2018_RR891July_vir_S2_L001_virsorter_504,agsoil
RR_tom_rhizo_2021_14C1RT1_11235,agsoil
RR_tom_rhizo_2021_14T1BT1_44697,agsoil
RR_tom_rhizo_2021_14T2RT2_102213,agsoil
RR_tom_rhizo_2021_55C1BT1_99769,agsoil
RR_tom_rhizo_2021_55C1RT1_20160,agsoil
RR_tom_rhizo_2021_55C2RT2_11977,agsoil
RR_tom_rhizo_2021_55C2RT2_83479,agsoil
RR_tom_rhizo_2021_55C2RT3_41018,agsoil
RR_tom_rhizo_2021_55T1BT3_48739,agsoil
RR_tom_rhizo_2021_55T1RT2_18410,agsoil
RR_tom_rhizo_2021_55T2RT1_63313,agsoil
RR_tom_rhizo_2021_55T2RT3_34108,agsoil
RR_tom_rhizo_2021_55T2RT3_67611,agsoil
RR_tom_rhizo_2021_55TBT0_34537,agsoil
RR_tom_rhizo_2021_55TBT0_35855,agsoil
RR_tom_rhizo_2021_78C1RT2_25971,agsoil
RR_tom_rhizo_2021_78C1RT3_67754,agsoil
RR_tom_rhizo_2021_78T2BT1_72435,agsoil
RR_tom_rhizo_2021_BU_H2_WLV_64818,agsoil
EV_3300002519_JGI25130J35507_1000094,other
citrus_rhizo_DVF_FRSP_bulk_710,agsoil
GOV_Station67_SUR_ALL_assembly_NODE_1537_length_17104_cov_5.281072,ocean
GOV_Station23_DCM_ALL_assembly_NODE_1221_length_15943_cov_6.210347,ocean
citrus_rhizo_DVF_FRSP_rhizo_185,agsoil
GOV_Station191_SUR_ALL_assembly_NODE_145_length_59336_cov_4.758270,ocean
GOV_Station206_SUR_ALL_assembly_NODE_678_length_47710_cov_9.035967,ocean
4_RHIZ_ALM_S19_5845,agsoil
EV_3300002231_KVRMV2_100037945,other
GOV_Station188_DCM_ALL_assembly_NODE_6829_length_12148_cov_14.726701,ocean
GOV_Station193_SUR_ALL_assembly_NODE_4667_length_11860_cov_3.783820,ocean
biochar_4928,agsoil
GOV_Station137_DCM_ALL_assembly_NODE_1450_length_10854_cov_2.495231,ocean
1_RHIZ_ALM_S16_2834,agsoil
GOV_Station72_DCM_ALL_assembly_NODE_194_length_41877_cov_27.052030,ocean
roux2015_vdm_Gammaproteobacteria_gi_416898449_367847__Uncultured_Salmonella_phage_Fels-2,other
SPRUCE_viral_seq_2524,peat
